id,d1,end_state1,hispanic,race,racethn,nativity,racethn2,acarot,aca,q1rot,q1,endq1,q2rot,q2rot2,q2a,q2b,q2c,q2d,q2e,q2f,q2g,endq2,q3,q27,q4rot,q4,q5rot,q5,q6,q7rot,q7rot2,q7a,q7b,q8,q9rot,q9,q10rot,q10a,q10b,q10c,endq10,q16,q17rot,q17,q18rot,q18a,q18b,q18c,q18e,q18f,q18g,q18h,q18i,q18j,q11rot,q11,q12rot,q12a,q12b,q12c,q12d,q12e,q12f,q12g,q12h,q12i,q13rot,q13,q14rot,q14,q15,q19_q20rot,q19,q20,q21,q22,endq22,age,age2,recage,recage2,recage3,recage4,recage5,child,marital,rvote,voted,voted2rot,voted2,voted2ot,inclosstotal,employ,recemploy,essential,hcworker2,hcworker3,coverage,agecov,covtype,agecovtype,covselfother,q23,q23ot1,q23ot2,q23ot3,q23ot4,rsex,gendervar,lgbt,q24,delayedcare,test1,q25,test3,q26,chroniccovid,partyrot,party,partylean,party3,party5,ideology,educ,receduc,receduc2,receduc3,income,recincome,cell,hhcell,landline,curlangx,hhadults,int,length,cstate,cregion,density,dtype,dialtype,dialmode,sample,userdata,exchangstat,exchangstat2,stateexpmedi,gvnrexpmedi,reprostat,waiver,qctr,xctr,wt1,weight,standwt,weight_ssrs,lang,Division,changesex,iphoneuse,hphoneuse,cdc2013,cdc2013USR,SAMPLE_TYPE,state1,state,USR
00000077,Male,550,No,White,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","4,1",Very unfavorable,"04,01",Build on what the law does,80, ,oppose/favor,Favor,Favor,Favor,Favor,Favor,Favor,Favor,82,Yes - major impact,More than 6 months or until there is a vaccine widely available,"02,01",Option B: The worst is yet to come,"03,01",Generally correct,Somewhat worried,"02,01",not enough/too many,Not enough,Not enough,Every time,part of everyone's responsibility/personal choice,Wearing a mask is part of everyone's responsibility to protect the health of others, ,Yes,No,No,160,Probably get it,"3,1",Wait until it has been available for a while to see how it is working for other people, , , , , , , , , , ,everyone's responsibility/personal choice,Getting vaccinated is a personal choice,"09,06,08,02,05,04,07,03,01",Not at all,A fair amount,Not much,A fair amount,Not much,A great deal,A fair amount,Not much,Not much,slowly/quickly,Too quickly,making a profit/working for the good of the public,Mostly interested in making a profit,Sometime in 2022 or later,Q20/Q19,Somewhat confident,Not at all confident, , ,228,26, ,18-64,18-29,25-34,18-39,18-29,No,Living with a partner,Yes,"Yes, voted",Joe Biden/Donald Trump,Joe Biden, ,Yes,Unemployed and currently seeking employment,UNEMPLOYED, ,No, ,Not covered by health insurance,UNINSURED LESS THAN 65, ,Uninsured <65, ,Don't know, , , , ,Male,MALE,No,No,"Yes, both me and a family member",Yes,No,Yes,No,No one in household has serious health condition,"2,1",Independent,Democratic,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,INDEPENDENT/LEAN DEM,Liberal,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,"$40,000 to less than $50,000",$40K-$89K, , ,"No, no home telephone",English,2,Yes,937,Wisconsin,North Central,Highest,Outbound,Manual,Automatic (Cell phone sample) For ANY Cell Any NO phone records,Cell phone,KFF prescreened,Federally facilitated,Federal or state with federal platform,No/Maybe,No/Maybe, ,Yes,106,2,.6221,11.352,.4995,.8371,English,East North Central,sex = rsex,CPO,CPO HH,1,Urban (CDC=1),CELL KFF PS,WISCONSIN,1,Urban
00000086,Male,732,No,White,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","1,4",Somewhat favorable,"01,04",Scale back what the law does,88, ,favor/oppose,Favor,Oppose,Favor,Favor,Favor,Favor,Oppose,123,No,Between 1 and 3 months,"01,02",Option A: The worst is behind us,"01,03",Generally exaggerated,Not too worried,"01,02",too many/not enough,Too many,Too many,Most of the time,personal choice/part of everyone's responsibility,Wearing a mask is a personal choice,"02,01,03",Yes,No,No,212,Probably get it,"1,3",Wait until it has been available for a while to see how it is working for other people, , , , , , , , , , ,personal choice/everyone's responsibility,Getting vaccinated is a personal choice,"09,07,02,03,04,05,08,01,06",A fair amount,A fair amount,A fair amount,A fair amount,Not much,A fair amount,A fair amount,A great deal,A fair amount,quickly/slowly,About right,working for the good of the public/making a profit,Equally interested in working for the public and making a profit,By the summer of 2021,Q19/Q20,Somewhat confident,Somewhat confident, , ,309,36, ,18-64,30-49,35-44,18-39,30-44,Yes,Married,Yes,"Yes, voted",Donald Trump/Joe Biden,Donald Trump, ,No,Employed full-time,EMPLOYED,Yes,"Yes, someone else in my household works in health care delivery setting",No,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer,Employer, , , , , , ,Male,MALE,No,Yes,No,Yes,No,No, ,No one in household has serious health condition,"1,2",Republican, ,REPUBLICAN/INDEPENDENT LEAN REPUBLICAN,REPUBLICAN,Conservative,"Some college, no degree (includes some community college)",SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,"$100,000 or more",$90K+, , ,"No, no home telephone",English,2,Yes,1171,Indiana,North Central,3,Outbound,Manual,Automatic (Cell phone sample) For ANY Cell Any NO phone records,Cell phone,KFF prescreened,Federally facilitated,Federal or state with federal platform,Yes,Yes - Republican Governor, ,Yes,78,0,1.0932,17.957,.7901,1.3241,English,East North Central,sex = rsex,CPO,CPO HH,3,"Suburban (CDC=2,3)",CELL KFF PS,INDIANA,1,Suburban
00000090,Male,980,Yes,White,HISPANIC,U.S.,HISPANIC - BORN IN US,"1,4",Very unfavorable,"01,04",Repeal the entire law,118, ,favor/oppose,Oppose,Oppose,Favor,Oppose,Favor,Favor,Don't know,212,No,More than 6 months or until there is a vaccine widely available,"01,02",Option A: The worst is behind us,"01,03",Generally exaggerated,Somewhat worried,"01,02",too many/not enough,Too many,Too many,Most of the time,personal choice/part of everyone's responsibility,Wearing a mask is a personal choice,"01,03,02",Yes,No,No,323,Definitely get it,"1,3",Get the vaccine as soon as you can, , , , , , , , , , ,personal choice/everyone's responsibility,Getting vaccinated is a personal choice,"07,01,03,09,08,04,05,06,02",A fair amount,A fair amount,A fair amount,Not much,Not much,Not much,A fair amount,A fair amount,A fair amount,quickly/slowly,About right,working for the good of the public/making a profit,Equally interested in working for the public and making a profit,By the summer of 2021,Q19/Q20,Somewhat confident,Somewhat confident, ,Somewhat confident,327,65, ,65+,65+,65+,60-69,65+,No,Married,Yes,"Yes, voted",Donald Trump/Joe Biden,Donald Trump, ,Yes,Employed part-time,EMPLOYED,Yes,No, ,Covered by health insurance, ,MEDICAID, , , , , , , ,Male,MALE,No,Yes,"Yes, both me and a family member",Yes,Yes,No, ,No one in household has serious health condition,"1,2",Independent,Republican,REPUBLICAN/INDEPENDENT LEAN REPUBLICAN,INDEPENDENT LEAN REP,Conservative,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",COLLEGE +,COLLEGE +,COLLEGE +,"$100,000 or more",$90K+,"Yes, have cell phone", , ,English,2,Yes,1563,Virginia,South,Highest,Outbound,Automatic,Preview (Landline sample we want the script to issue the dial command) For PS LL,landline,KFF prescreened,State based Federal platform,Federal or state with federal platform,Yes,Yes - Democratic/Independent, ,No,81,1,1.0518,8.4344,.3711,.622,English,South Atlantic,sex = rsex,Dual,Dual HH,2,"Suburban (CDC=2,3)",LL KFF PS,TEXAS,1,Suburban
00000095,Female,928,No,White,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","4,1",Somewhat unfavorable,"04,01",Scale back what the law does,89, ,favor/oppose,Oppose,Favor,Oppose,Favor,Favor,Favor,Favor,193,No,More than 6 months or until there is a vaccine widely available,"01,02",Option B: The worst is yet to come,"03,01",Generally underestimated,Somewhat worried,"01,02",too many/not enough,About the right amount,Not enough,Most of the time,personal choice/part of everyone's responsibility,Wearing a mask is part of everyone's responsibility to protect the health of others,"02,03,01",Yes,No,Yes,321,Probably get it,"3,1",Get the vaccine as soon as you can, , , , , , , , , , ,personal choice/everyone's responsibility,Getting vaccinated is part of everyone's responsibility to protect the health of others,"02,05,08,04,03,06,09,07,01",A fair amount,A fair amount,A fair amount,A fair amount,Not at all,A great deal,Not much,A fair amount,A fair amount,quickly/slowly,About right,working for the good of the public/making a profit,Equally interested in working for the public and making a profit,By the summer of 2021,Q19/Q20,Somewhat confident,Somewhat confident, , ,325,78, ,65+,65+,65+,75+,65+,No,Married,Yes,"Yes, voted",Donald Trump/Joe Biden,Donald Trump, ,No,Retired,RETIRED, ,No, ,Covered by health insurance, ,Medicare, , , , , , , ,Female,FEMALE,No,Yes,No,No, ,No, ,"Yes, both respondent and someone else in household","1,2",Republican, ,REPUBLICAN/INDEPENDENT LEAN REPUBLICAN,REPUBLICAN,Conservative,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,"$20,000 to less than $30,000",LESS THAN $40K,"Yes, have cell phone", , ,English,1,Yes,1480,Alabama,South,Lowest,Outbound,Automatic,Preview (Landline sample we want the script to issue the dial command) For PS LL,landline,KFF prescreened,Federally facilitated,Federal or state with federal platform,No/Maybe,No/Maybe, ,Yes,73,0,.4406,3.8553,.1696,.2843,English,East South Central,sex = rsex,Dual,Dual HH,6,Rural (CDC=4-6),LL KFF PS,ALABAMA,1,Rural
00000096,Male,680,No,White,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","1,4",Very unfavorable,"01,04",Repeal the entire law,51, ,oppose/favor,Oppose,Favor,Favor,Oppose,Favor,Oppose,Favor,223,No,Between 1 and 3 months,"02,01",Option B: The worst is yet to come,"01,03",Generally exaggerated,Not at all worried,"02,01",not enough/too many,Too many,About the right amount,Most of the time,part of everyone's responsibility/personal choice,Wearing a mask is part of everyone's responsibility to protect the health of others,"01,03,02",Yes,No,Yes,171,Probably get it,"1,3",Wait until it has been available for a while to see how it is working for other people, , , , , , , , , , ,everyone's responsibility/personal choice,Getting vaccinated is a personal choice,"04,08,06,09,07,03,01,02,05",Not much,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A great deal,A fair amount,slowly/quickly,About right,making a profit/working for the good of the public,Equally interested in working for the public and making a profit,By the summer of 2021,Q20/Q19,Somewhat confident,Somewhat confident, , ,235,61, ,18-64,50-64,55-64,60-69,45-64,No,Married,Yes,"Yes, voted",Joe Biden/Donald Trump,Donald Trump, ,No,Retired,RETIRED, ,No, ,Covered by health insurance,INSURED LESS THAN 65,Plan you purchased yourself,Self-purchased plan, ,Don't know, , , , ,Male,MALE,No,Yes,No,Yes,Yes,Yes,No,No one in household has serious health condition,"2,1",Independent,Republican,REPUBLICAN/INDEPENDENT LEAN REPUBLICAN,INDEPENDENT LEAN REP,Conservative,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",COLLEGE +,COLLEGE +,COLLEGE +,"$75,000 to less than $90,000",$40K-$89K, , ,"No, no home telephone",English,2,Yes,1067,Arkansas,South,Lowest,Outbound,Manual,Automatic (Cell phone sample) For ANY Cell Any NO phone records,Cell phone,KFF prescreened,State based Federal platform,Federal or state with federal platform,Yes,Yes - Republican Governor, ,Yes,82,1,1.2356,7.9073,.3479,.5831,English,West South Central,sex = rsex,CPO,CPO HH,3,"Suburban (CDC=2,3)",CELL KFF PS,ARKANSAS,1,Suburban
00000097,Female,868,No,White,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","4,1",Somewhat favorable,"04,01",Build on what the law does,72, ,oppose/favor,Favor,Favor,Favor,Favor,Favor,Favor,Favor,187,No,More than 6 months or until there is a vaccine widely available,"02,01",Option B: The worst is yet to come,"03,01",Generally correct,Somewhat worried,"02,01",not enough/too many,About the right amount,About the right amount,Every time,part of everyone's responsibility/personal choice,Wearing a mask is part of everyone's responsibility to protect the health of others,"03,01,02",Yes,No,Yes,252,Probably get it,"3,1",Get the vaccine as soon as you can, , , , , , , , , , ,everyone's responsibility/personal choice,Getting vaccinated is part of everyone's responsibility to protect the health of others,"01,09,04,03,02,06,07,05,08",Not at all,A great deal,A great deal,A great deal,A great deal,A fair amount,A great deal,A great deal,A great deal,slowly/quickly,About right,making a profit/working for the good of the public,Equally interested in working for the public and making a profit,By the summer of 2021,Q20/Q19,Somewhat confident,Somewhat confident, , ,357,72, ,65+,65+,65+,70-74,65+,No,Widowed,Yes,"Yes, voted",Joe Biden/Donald Trump,Joe Biden, ,No,Retired,RETIRED, ,No, ,Covered by health insurance, ,Medicare, , , , , , , ,Female,FEMALE,No,Yes,No,Yes,Yes,Yes,No,No one in household has serious health condition,"2,1",Democrat, ,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,DEMOCRAT,Liberal,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",COLLEGE +,COLLEGE +,COLLEGE +,"$50,000 to less than $75,000",$40K-$89K,"Yes, have cell phone", , ,English,1,Yes,1450,Iowa,North Central,3,Outbound,Automatic,Preview (Landline sample we want the script to issue the dial command) For PS LL,landline,KFF prescreened,Federally facilitated,Federal or state with federal platform,Yes,Yes - Republican Governor, ,No,76,0,1.2904,14.378,.6326,1.0602,English,West North Central,sex = rsex,Dual,Dual HH,3,"Suburban (CDC=2,3)",LL KFF PS,IOWA,1,Suburban
00000104,Male,989,No,White,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","1,4",Very unfavorable,"01,04",Repeal the entire law,63, ,favor/oppose,Oppose,Oppose,Oppose,Oppose,Favor,Favor,Oppose,155,No,Not do it at all,"01,02",Do you not think the coronavirus is or will be a major problem in the U.S.?,"01,03",Generally exaggerated,Not at all worried,"01,02",too many/not enough,Too many,Too many,Some of the time,personal choice/part of everyone's responsibility,Wearing a mask is a personal choice,"01,03,02",No,Yes,No,178,Definitely not get it, , ,"01,09,03,08,06,07,02,04,05",Not a reason,Major reason,Major reason,Major reason,Major reason,Major reason,Major reason,Major reason,Major reason,personal choice/everyone's responsibility,Getting vaccinated is a personal choice,"01,09,03,08,06,07,02,04,05",A great deal,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Depends (Vol.),Not at all,quickly/slowly,Too quickly,working for the good of the public/making a profit,Mostly interested in making a profit,Don't know,Q19/Q20,Not at all confident,Not at all confident, , ,593,38, ,18-64,30-49,35-44,18-39,30-44,Yes,Married,Yes,"Yes, voted",Donald Trump/Joe Biden,Donald Trump, ,No,Employed full-time,EMPLOYED,Yes,"Yes, both myself and someone else in my household",Yes,Not covered by health insurance,UNINSURED LESS THAN 65, ,Uninsured <65, ,Deadline already passed, , ,a couple days ago at work, ,Male,MALE,No,No,No,Yes,No,No, ,No one in household has serious health condition,"1,2",Republican, ,REPUBLICAN/INDEPENDENT LEAN REPUBLICAN,REPUBLICAN,Conservative,Two year associate degree from a college or university,SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,"$100,000 or more",$90K+, , ,"No, no home telephone",English,2,Yes,1597,Arkansas,South,Lowest,Outbound,Manual,Automatic (Cell phone sample) For ANY Cell Any NO phone records,Cell phone,KFF prescreened,State based Federal platform,Federal or state with federal platform,Yes,Yes - Republican Governor, ,Yes,92,2,.9328,12.034,.5295,.8874,English,West South Central,sex = rsex,CPO,CPO HH,5,Rural (CDC=4-6),CELL KFF PS,ARKANSAS,1,Rural
00000105,Female,598,No,White,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","4,1",Very favorable,"04,01",Build on what the law does,58, ,oppose/favor,Favor,Favor,Favor,Favor,Favor,Favor,Favor,105,No,More than 6 months or until there is a vaccine widely available,"02,01",Option B: The worst is yet to come,"03,01",Generally correct,Somewhat worried,"02,01",not enough/too many,About the right amount,About the right amount,Every time,part of everyone's responsibility/personal choice,Wearing a mask is part of everyone's responsibility to protect the health of others,"02,01,03",Yes,No,Yes,179,Definitely get it,"3,1","Only get the vaccine if you are required to do so for work, school, or other activities", , , , , , , , , , ,everyone's responsibility/personal choice,Getting vaccinated is part of everyone's responsibility to protect the health of others,"08,03,06,02,05,04,01,07,09",Not much,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,slowly/quickly,About right,making a profit/working for the good of the public,Equally interested in working for the public and making a profit,By the summer of 2021,Q20/Q19,Very confident,Very confident, , ,256,43, ,18-64,30-49,35-44,40-59,30-44,No,Married,Yes,"Yes, voted",Joe Biden/Donald Trump,Joe Biden, ,No,Employed full-time,EMPLOYED,No,No, ,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer,Employer, , , , , , ,Female,FEMALE,No,Yes,No,Yes,No,No, ,No one in household has serious health condition,"2,1",Democrat, ,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,DEMOCRAT,Moderate,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",COLLEGE +,COLLEGE +,COLLEGE +,"$100,000 or more",$90K+, , ,"No, no home telephone",English,2,Yes,970,Illinois,North Central,Highest,Outbound,Manual,Automatic (Cell phone sample) For ANY Cell Any NO phone records,Cell phone,KFF prescreened,Federally facilitated,Federal or state with federal platform,Yes,Yes - Democratic/Independent, ,No,77,0,1.2435,22.625,.9955,1.6684,English,East North Central,sex = rsex,CPO,CPO HH,1,Urban (CDC=1),CELL KFF PS,ILLINOIS,1,Urban
00000108,Male,578,No,White,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","1,4",Very unfavorable,"01,04",Repeal the entire law,53, ,favor/oppose,Favor,Favor,Oppose,Oppose,Favor,Favor,Favor,104,Yes - minor impact,More than 6 months or until there is a vaccine widely available,"01,02",Option B: The worst is yet to come,"01,03",Generally exaggerated,Somewhat worried,"01,02",too many/not enough,About the right amount,Too many,Most of the time,personal choice/part of everyone's responsibility,Wearing a mask is a personal choice,"02,03,01",Yes,No,Yes,182,Definitely get it,"1,3",Wait until it has been available for a while to see how it is working for other people, , , , , , , , , , ,personal choice/everyone's responsibility,Getting vaccinated is a personal choice,"02,03,07,04,05,08,06,09,01",A great deal,Not at all,Not at all,Not much,Not at all,Not at all,Not at all,A fair amount,A fair amount,quickly/slowly,About right,working for the good of the public/making a profit,Equally interested in working for the public and making a profit,Early in 2021,Q19/Q20,Somewhat confident,Somewhat confident, , ,239,55, ,18-64,50-64,55-64,40-59,45-64,No,Never been married,Yes,"Yes, voted",Donald Trump/Joe Biden,Donald Trump, ,No,Employed full-time,EMPLOYED,Yes,"Yes, I work in health care delivery setting",Yes,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer,Employer, , , , , , ,Male,MALE,No,Yes,No,Yes,No,No, ,"Yes, respondent","1,2",Republican, ,REPUBLICAN/INDEPENDENT LEAN REPUBLICAN,REPUBLICAN,Conservative,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,"$40,000 to less than $50,000",$40K-$89K, , ,"No, no home telephone",English,1,Yes,1067,Colorado,West,Lowest,Outbound,Manual,Automatic (Cell phone sample) For ANY Cell Any NO phone records,Cell phone,KFF prescreened,State based,State based,Yes,Yes - Democratic/Independent, ,No,80,0,.6456,4.2821,.1884,.3158,English,Mountain,sex = rsex,CPO,CPO HH,3,"Suburban (CDC=2,3)",CELL KFF PS,COLORADO,1,Suburban
00000115,Male,1081,Yes,Other or mixed race,HISPANIC,Another country,HISPANIC - BORN OUTSIDE OF US,"4,1",Very favorable,"04,01",Keep the law as it is,146, ,favor/oppose,Favor,Favor,Favor,Favor,Favor,Favor,Favor,168,Yes - major impact,More than 6 months or until there is a vaccine widely available,"01,02",Option A: The worst is behind us,"03,01",Generally exaggerated,Very worried,"01,02",too many/not enough,Too many,About the right amount,Every time,personal choice/part of everyone's responsibility,Wearing a mask is part of everyone's responsibility to protect the health of others,"01,03,02",Yes,No,Yes,331,Probably get it,"3,1",Get the vaccine as soon as you can, , , , , , , , , , ,personal choice/everyone's responsibility,Getting vaccinated is a personal choice,"06,03,04,07,05,02,01,09,08",A great deal,Not much,Not much,Not much,A fair amount,A fair amount,A fair amount,Not much,A fair amount,quickly/slowly,About right,working for the good of the public/making a profit,Mostly interested in working for the good of the public,Early in 2021,Q19/Q20,Somewhat confident,Very confident, ,Very confident,436,66, ,65+,65+,65+,60-69,65+,No,Married,Yes,"Yes, voted",Donald Trump/Joe Biden,Joe Biden, ,Yes,Employed part-time,EMPLOYED,Yes,No, ,Covered by health insurance, ,MEDICAID, , , , , , , ,Male,MALE,No,No,No,No, ,No, ,No one in household has serious health condition,"1,2",Democrat, ,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,DEMOCRAT,Liberal,Less than high school (Grades 1-8 or no formal schooling),LESS THAN HIGH SCHOOL,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,"Less than $20,000",LESS THAN $40K, , ,"No, no home telephone",Spanish,1,Yes,1787,California,West,Highest,Outbound,Manual,Automatic (Cell phone sample) For ANY Cell Any NO phone records,Cell phone,KFF prescreened,State based,State based,Yes,Yes - Democratic/Independent, ,No,76,0,1.6926,31.963,1.4063,2.357,Spanish,Pacific,sex = rsex,CPO,CPO HH,1,Urban (CDC=1),CELL KFF PS,CALIFORNIA,1,Urban
00000117,Male,888,No,White,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","4,1",Very unfavorable,"04,01",Repeal the entire law,79, ,oppose/favor,Oppose,Oppose,Oppose,Oppose,Favor,Favor,Oppose,152,No,Less than a month,"02,01",Option A: The worst is behind us,"03,01",Generally exaggerated,Not too worried,"02,01",not enough/too many,Too many,Too many,Some of the time,part of everyone's responsibility/personal choice,Wearing a mask is a personal choice,"02,01,03",No,Yes,No,235,Definitely not get it, , ,"05,09,03,01,04,02,08,07,06",Minor reason,Minor reason,Major reason,Not a reason,Minor reason,Major reason,Major reason,Minor reason,Major reason,everyone's responsibility/personal choice,Getting vaccinated is a personal choice,"05,09,03,01,04,02,08,07,06",A fair amount,Not at all,Not at all,Not at all,Not at all,Not at all,Not much,A fair amount,Not at all,slowly/quickly,Too quickly,making a profit/working for the good of the public,Mostly interested in making a profit,Early in 2021,Q20/Q19,Not at all confident,Not too confident, , ,422,72, ,65+,65+,65+,70-74,65+,No,Married,Yes,"Yes, voted",Joe Biden/Donald Trump,Donald Trump, ,No,Retired,RETIRED, ,"Yes, someone else in my household works in health care delivery setting",No,Covered by health insurance, ,Plan through your spouse's employer, , , , , , , ,Male,MALE,No,No,No,Yes,Yes,No, ,No one in household has serious health condition,"2,1",Republican, ,REPUBLICAN/INDEPENDENT LEAN REPUBLICAN,REPUBLICAN,Conservative,"Some postgraduate or professional school, no postgraduate degree",COLLEGE +,COLLEGE +,COLLEGE +,"$50,000 to less than $75,000",$40K-$89K, , ,"Yes, has a home telephone",English,2,Yes,1408,Vermont,Northeast,2,Outbound,Manual,Automatic (Cell phone sample) For ANY Cell Any NO phone records,Cell phone,KFF prescreened,State based,State based,Yes,Yes - Republican Governor, ,No,84,0,.6101,6.1249,.2695,.4517,English,New England,sex = rsex,Dual,Dual HH,4,Rural (CDC=4-6),CELL KFF PS,VERMONT,1,Suburban
00000123,Male,865,No,White,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","4,1",Very unfavorable,"04,01",Repeal the entire law,80, ,oppose/favor,Oppose,Oppose,Oppose,Oppose,Favor,Favor,Oppose,132,Yes - major impact,More than 6 months or until there is a vaccine widely available,"02,01",Option A: The worst is behind us,"03,01",Generally exaggerated,Not at all worried,"02,01",not enough/too many,Too many,Too many,Every time,part of everyone's responsibility/personal choice,Wearing a mask is a personal choice,"03,01,02",No,No,No,306,Definitely get it,"3,1",Get the vaccine as soon as you can, , , , , , , , , , ,everyone's responsibility/personal choice,Getting vaccinated is a personal choice,"02,01,05,04,07,06,09,03,08",A great deal,A fair amount,Not much,Not at all,Not at all,Not at all,Not at all,A fair amount,A fair amount,slowly/quickly,About right,making a profit/working for the good of the public,Mostly interested in making a profit,Early in 2021,Q20/Q19,Somewhat confident,Very confident, , ,347,40, ,18-64,30-49,35-44,40-59,30-44,Yes,Living with a partner,Yes,"Yes, voted",Joe Biden/Donald Trump,Donald Trump, ,No,Employed full-time,EMPLOYED,No,No, ,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer,Employer, , , , , , ,Male,MALE,No,Yes,No,No, ,No, ,No one in household has serious health condition,"2,1",Republican, ,REPUBLICAN/INDEPENDENT LEAN REPUBLICAN,REPUBLICAN,Conservative,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,"$100,000 or more",$90K+, , ,"No, no home telephone",English,2,Yes,1484,Oregon,West,4,Outbound,Manual,Automatic (Cell phone sample) For ANY Cell Any NO phone records,Cell phone,KFF prescreened,State based Federal platform,Federal or state with federal platform,Yes,Yes - Democratic/Independent, ,No,78,0,.4998,5.127,.2256,.3781,English,Pacific,sex = rsex,CPO,CPO HH,1,Urban (CDC=1),CELL KFF PS,OREGON,1,Urban
